type_id,sub_object,sub_object_code,object,object_code,character,character_code
881,Capital Proj Budget -Cfwd Only,585030,Capital Proj Bdgt - Cfwd Only,CAP_PROJ_BUD_CFWD,Carry-Forward Budgets Only,CARRYFWD_BUD_ONLY
882,Gas Tax Apportionment City,446213,State-Highway Users Tax,446,Intergovernmental Rev-State,445
883,Retirement Pretax-City FireOld,470169,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
884,Permit Facilitator,461180,Planning & Engineering Svcs,461,Charges For Services,460
885,Local Community Correctn-Ab109,448920,State - Other,448,Intergovernmental Rev-State,445
886,PB OP Uninsur Speclty MH FC118,465678,PB Outpatient Revenue,PB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
887,Medical-Medical Claims Paid,556200,HtlhSvcFnd-City Hlth Plan Ex,HLTH_SVC_CITY_HLTH_P,Fiduciary-Benefit Payments,FID_BEN_PMT
888,ITI Fr 5X-MTA Parking Garages,495031,ITI Fr 5X-MTA Parking Garages,495031,IntraFund Transfers In,INTRAFD_TFR_IN
889,Other City Property Rentals,439899,Other City Property Rentals,439,Rents & Concessions,435
890,Other Non-Operating Revenue,479999,Municipal Railway,752,Other Revenues,475
891,GF-Police Security,581830,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
892,TDA Sales Tax-Capital,449201,Other-Transp-Trans-Cap Assist,449,Intergovernmental Rev-Other,449
893,Hospital-Chgs-Other Health Fee,475312,CHN-Other Operating Revenue,CHN_OTH_OPER_REV,Other Revenues,OTH_REV
894,Lombard - Retail,435230,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
895,Medicare I-P Gross Charges,465201,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
896,Forfeitures,425810,Other Forfeitures & Penalties,425,Fines; Forfeitures & Penalties,425
897,OTI Fr 3C/XCF-City FacCapPrjFd,493025,Other Operating Transfers In,OTH_OPER_TRNS_IN,Transfers In,OPER_TFR_IN
898,Parking - Employees,467711,SFO: Parking Airlines,SFO_PARKING_AIR,Charges for Services,CHGS_FOR_SERVICES
899,Interest Earned Adjustment,430199,Interest,430,Interest & Investment Income,430
900,PropositionB RetHlthCarePretax,470201,Proposition B Health Care,PROPB_HLTH,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
901,PGE Electric,420610,Franchises,FRANCHISES,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
902,Temp Nurse Holiday Pay,506065,Temp Nurse Salaries,TEMP_NURSE,Salaries,SALARIES
903,Hlthy SF W-OHcci-E-R GrossChrg,465428,Emergency Room Revenues,EMERG_RM_REV,Charges for Services,CHGS_FOR_SERVICES
904,7 Day Passport-Cable Car,466207,Transit Cable Car Revenue,466,Charges For Services,460
905,Legislative Expense,535410,Other Current Expenses,535,Non Personnel Services,521
906,Library Copy And Print Fees,462598,Library Services,LIB_SVC,Charges for Services,CHGS_FOR_SERVICES
907,Concession-Groundside,437411,SFO-Advertising; Tel. & Other,437,Rents & Concessions,435
908,Env Hlth Temporary Events,463576,Public Health Charges,463,Charges For Services,460
909,Atty Fees-Public Administrator,460134,General Government Services,460,Charges For Services,460
910,Event Fees,460156,General Government Services,460,Charges For Services,460
911,SFGH Campus Garage,435227,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
912,Inventories-Usage,541200,Inventories,INVENT,Materials & Supplies,MTL_SUPP
913,HSS Health Plan Charges,556990,Hlth Svc Fnd-City Hlth Plan Ex,556,Fiduciary-Benefit Payments,555
914,Rental-Other BdlgsNon-Airline,437219,SFO - Passenger Terminal Renta,SFO_PASS_TERM_RENT,Rents & Concessions,RENTS_CONCESSIONS
915,Special Event Cash Fare,466306,Transit Cash Fares,466,Charges For Services,460
916,TTX - Escrow Fees,460166,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
917,Calworks Sub Abuse (Fed Share),40126,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
918,Other Fees,526990,Court Fees & Oth Compensation,526,Non Personnel Services,521
919,Dp-Wp Equipment Maint,529110,Maintenance Svcs-Equipment,529,Non Personnel Services,521
920,Agricultural Supplies,549110,Other Materials/Supplies,OTH_MATL_SUPP,Materials & Supplies,MTL_SUPP
921,Interest Earned-FisclAgentAcct,430120,Interest,INTEREST,Interest & Investment Income,INT_INV_INC
922,City Depts Revenue From OCII,449997,Other - Governmental Agencies,449,Intergovernmental Rev-Other,449
923,Calpers Health - Active Emp,515110,Health Service,HLTH_SVC,Mandatory Fringe Benefits,MAND_FRING_BEN
924,Gas Tax Prop-111 Sec 2105 City,448914,State-Other,STATE_OTHER,Intergovernmental: State,INTERGOV_REV_ST
925,"Ret Pickup, Fire (Old)",470127,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
926,LIB Services-History Center,462597,Library Services,462,Charges For Services,460
927,Sales Tax Cont Other,448932,State - Other,448,Intergovernmental Rev-State,445
928,ITO To 5H-General Hospital Fd,595230,Intrafund Transfers Out (Ito),595,Intrafund Transfers Out,595
929,Exp Rec Fr Registrar of Voters (AAO),865RG,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
930,State Whole Person Care Pilot,445419,State-Health Programs,445,Intergovernmental Rev-State,445
931,Misc-Vacation,501040,Permanent Salaries-Misc,501,Salaries,501
932,Transportation & Faciilts Fee,467521,SFO-Airline Support Service,SFO_AIR_SUPP_SVC,Charges for Services,CHGS_FOR_SERVICES
933,Health Care Security Ord Penal,425945,Other Forfeitures & Penalties,OTH_FORF_PENAL,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
934,Hazard Matl Storage Permit Fee,463520,Public Health Charges,463,Charges For Services,460
935,TransferInForMTAPopulatnBselne,412601,Other Operating Transfers In,493,Transfer In-Captl Expenditures,493
936,GF-Chs-Medical Service,581570,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
937,Parking Appeal Fee,460109,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
938,Billboard Permit,460621,Public Safety Service Charges,460,Charges For Services,460
939,Prevailing Wage Penalties,425941,Other Forfeitures & Penalties,OTH_FORF_PENAL,"Fines, Forfeiture, & Penalties",FINE_FORF_PENAL
940,Prop C Ret Health Care Pretax,470202,Proposition B Health Care,470,Contribtns (Ret;Hss;Hlth Care),470
941,Board Prisoners Other Counties,460702,Correction Service Charges,460,Charges For Services,460
942,ITO To 5H-General Hospital Fd,595230,ITO To 5H-General Hospital Fd,595230,Intrafund Transfers Out,INTRA_TFR_OUT
943,Hazard Matl Storage Permit Fee,463520,Public Health Charges,PUB_HLTH_CHG,Charges for Services,CHGS_FOR_SERVICES
944,OTO To 5C-Cleanwater Prog Fd,591310,Other Operating Transfers Out,593,Operating Transfers Out,591
945,Physical Collections-LIB Only,549710,Other Materials & Supplies,549,Materials & Supplies,540
946,Default-Hlth-RETDeductionError,473198,Hlth Srv Fnd-Empl Contr-Retire,469,Charges For Services,460
947,Repatriation Reimbursement Rev,444927,Federal - Other,FED_OTHER,Intergovernmental: Federal,INTER_REV_FED
948,Retirement Non-City (Pers),513090,Retirement,RETIREMENT,Mandatory Fringe Benefits,MAND_FRING_BEN
949,ITI Fr 2S-T&C-Transp & Commerc,495048,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
950,Exp Rec Fr Rent Arbitration Bd (AAO),865RB,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
951,Exp Rec Fr Mayor Youth Works (AAO),865M2,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
952,Inventories-Purchase,541100,Inventories,541,Materials & Supplies,540
953,Water/Sewer Bill Assistance,03917,Oth Support & Care of Persons,539,Other Support&Care Of Persons,539
954,Emergency Assistance - Federal,440140,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
955,Opera House Concessions,435611,Cultural Facilities - Concess,CULT_FAC_CONCES,Rents & Concessions,RENTS_CONCESSIONS
956,Public Passenger Motor Vehicle,60611,Public Safety Service Charges,460,Charges For Services,460
957,Convention Facilities - Rentl,435701,Conv Facilts-Rental-Concession,435,Rents & Concessions,435
958,Massage Establishment,460607,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
959,Perfoming Arts Retail,435242,Parking Garage-Lot Rentals,435,Rents & Concessions,435
960,Gas Tax Apportionment County,446214,State-Highway Users Tax,446,Intergovernmental Rev-State,445
961,Pole (Wireless) Misc Fees,466997,Transit Other Operating Rev,466,Charges For Services,460
962,Rentl-Central Term (Non-Air),437212,SFO-Passenger Terminal Rental,437,Rents & Concessions,435
963,IS-Public Administration/Guardian,081PB,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
964,Dependent Coverage,515710,Health Service,515,Mandatory Fringe Benefits,513
965,Loudspeaker Vehicle,60658,Public Safety Service Charges,460,Charges For Services,460
966,Pretax Dental-Plan4DeltaDental,473133,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
967,Frnge-PostTxHlthPckup-BluSheld,473167,Health Svc Fund-Emp Contr Acti,HLTH_SVC_FUND_EMP_CN,Charges for Services,CHGS_FOR_SERVICES
968,Curb Painting Fees,460169,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
969,Other Concessions - Misc,439909,Other Concessions,439,Rents & Concessions,435
970,Prop Tax-Administrative Cost,410940,Other Property Tax,OTH_PROP_TAX,Property Taxes,PROP_TAX
971,Laboratory Fee,460105,General Government Services,460,Charges For Services,460
972,Kinship-Foster Care Emergency,536230,Aid Assistance,536,Aid Assistance,536
973,RetremntPosttxPnsion-CtyPolNew,470138,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
974,Cargo Facilities,464060,Port - Cargo Services,PORT_CARGO_SVCS,Charges for Services,CHGS_FOR_SERVICES
975,Other Concessions - Misc,439909,Other Concessions,OTH_CONCESS,Rents & Concessions,RENTS_CONCESSIONS
976,Non-Air Travel - Non-Employees,521060,Travel,521,Non Personnel Services,521
977,Cerbt Ret Hlth Trust Pmt,515130,Health Service,HLTH_SVC,Mandatory Fringe Benefits,MAND_FRING_BEN
978,Calpers Health - Retirees,515120,Health Service,515,Mandatory Fringe Benefits,513
979,OTO To 2S-Cdb-Comm Dev BlockGr,591075,Other Operating Transfers Out,593,Operating Transfers Out,591
980,FostrCareAsstnce-Ab118-Abx1 16,445735,State-Health & Human Services,445,Intergovernmental Rev-State,445
981,Concession-Recreation Facility,435451,Rec & Park - Concesssions,435,Rents & Concessions,435
982,Exp Rec Fr Adm (Non-AAO),487040,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
983,Litigation Expenses-Legal Fees,553230,Judgments & Claims,JUDG_CLAIMS,Non-Personnel Services,NON_PERS_SVCS
984,Offset Revenue Clearing Acct,479989,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
985,PB OP Other MCal Mgd FC109,465669,PB Outpatient Revenue,PB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
986,OTO To 8T-Transportation Autho,591456,Other Operating Transfers Out,593,Operating Transfers Out,591
987,Senior/Discount Muni/Bart Pass,66114,Transit Pass Revenue,466,Charges For Services,460
988,Other Construction Materials,542980,Building & Constructn Supplies,542,Materials & Supplies,540
989,Admin Costs -CCD- Active,473259,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
990,Scavenger Services,528010,Maint Svcs-Building&Structures,528,Non Personnel Services,521
991,Pretax Dental Plan-5 Deltacare,473136,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
992,State Surplus Rev Distribution,444943,State-Other,STATE_OTHER,Intergovernmental: State,INTERGOV_REV_ST
993,Garbage Truck Inspection Fees,463519,Public Health Charges,PUB_HLTH_CHG,Charges for Services,CHGS_FOR_SERVICES
994,Commercial Rental,436360,Port - Comm/Indst Rent/Concess,PORT_COMM_IND_RENT,Rents & Concessions,RENTS_CONCESSIONS
995,Medi-Medi -O-PCharityWrite-Off,465852,Revenue Deductions,465,Charges For Services,460
996,Tanf Incentive - Federal,440135,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
997,Vision Care-CCSF -Active,473264,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
998,OTO To 2S-Bif-Bldg Inspcton Fd,591070,Other Operating Transfers Out,593,Operating Transfers Out,591
999,Health Posttax - City Plan,473111,Health Serv Fund-Emply Contrib,469,Charges For Services,460
1000,Other Non-Operating Revenue,479999,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
1001,OCII Payments-RENT Real Estate,536950,OCII Payments to City Dept,OCII_PMTS_CITY_DEPT,Non-Personnel Services,NON_PERS_SVCS
1002,Perm Salaries-Misc-Budget,501000,Permanent Salaries - Misc,PERM_SAL_MISC,Salaries,SALARIES
1003,Pharmacy Co-Payments,465909,Net Patient Revenue,465,Charges For Services,460
1004,Other E-R Gross Charges,465407,Emergency Room Revenues,465,Charges For Services,460
1005,Civic Center Garage,435210,Parking Garage/Lot Rentals,PARK_GAR_LOT_RENT,Rents & Concessions,RENTS_CONCESSIONS
1006,Other Equip L-P-Fin Agency-Ren,564990,Eq Lease-Pur-CtyFinAgcy-Opt Re,564,Capital Outlay,560
1007,Sr-DPW-Sewer Repair,581079,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
1008,I-P Admin Write-Off,465830,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
1009,Posting Notices,461109,Planning & Engineering Svcs,461,Charges For Services,460
1010,Ship Repair,436160,Port-Ship Repair Concession,436,Rents & Concessions,435
1011,TTX-Delinquent Vehicle Citation Coll Fee,60177,General Government Services,460,Charges For Services,460
1012,Vehicle Advertising,466502,Transit Advertising Revenue,TRANS_ADV_REV,Charges for Services,CHGS_FOR_SERVICES
1013,Rent Assist-Behalf Of Clients,536520,Rent Assist-Behalf Of Clients,536520,Aid Assistance,AID_ASSIST
1014,Cws Drug Testing,536290,Cws Drug Testing,536290,Aid Assistance,AID_ASSIST
1015,Misc Hospital Service Revenue,465999,Hospital Service Charges,HOSP_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
1016,Abandoned Vehicle Fee,460688,Public Safety Service Charges,460,Charges For Services,460
1017,Plumbing Permit Issuance Fee,461130,Planning & Engineering Svcs,461,Charges For Services,460
1018,Prior Year State Revenue Adj,448998,State - Other,448,Intergovernmental Rev-State,445
1019,Vallejo Retail,435285,Parking Garage-Lot Rentals,435,Rents & Concessions,435
1020,Janitorial Services,528020,Maint Svcs-Building & Structur,MNTSVCS_BLDG_STRUC,Non-Personnel Services,NON_PERS_SVCS
1021,Ef-LHH-Others,581510,Ef-LHH-Others,581510,Services Of Other Depts,SVCS_OTHER_DEPTS
1022,Maritime Related,436760,Port - Other Marine Rent/Conce,PORT_OTH_MAR_RENT_CO,Rents & Concessions,RENTS_CONCESSIONS
1023,Police Photo/Document Charges,60695,Public Safety Service Charges,460,Charges For Services,460
1024,Public Safety Sales Tax Alloc,448311,State-Prop172 Publc Safety Fnd,448,Intergovernmental Rev-State,445
1025,Enterprise Agreement,581325,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
1026,Fed Const Grant,442111,Federal-Construction,442,Intergovernmental Rev-Federal,440
1027,Rent - Cruise,436560,Port-Cruise Rents,436,Rents & Concessions,435
1028,OCII Payments to Arts Comssn,536790,OCII Payments To City Dept,536,Non Personnel Services,521
1029,CommunictnEq-L-P-FinAgency-Ren,564510,Eq Lease-Pur-CtyFinAgcy-Opt Re,564,Capital Outlay,560
1030,Legal Services,527310,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
1031,Exp Rec Fr Parking & Traffic (Non-AAO),875PK,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
1032,Misc Facilities Rental,530310,Rent&Lease-Building&Structure,530,Non Personnel Services,521
1033,Other Equip Maint,529990,Maint Svcs-Equipment,MNTSVCS_EQUIP,Non-Personnel Services,NON_PERS_SVCS
1034,HlthReimb-FlexSpending-Medical,473161,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
1035,Other Taxi Permit Fees,420230,Other Business-Prof Licenses,420,Licenses; Permits & Franchises,420
1036,Rent - Harbor Services,436260,Port - Harbor Rents,PORT_HARBOR_RENT,Rents & Concessions,RENTS_CONCESSIONS
1037,Retiree Contrib-CCD-Medical,473243,Health Serv Fund-Emply Contrib,469,Charges For Services,460
1038,Social Sec Num Truncation Fee,460152,General Government Services,460,Charges For Services,460
1039,Sales & Use Tax,412110,Sales & Use Tax,412,Other Local Taxes,412
1040,Traffic Code Late Penalty,425930,Other Forfeitures & Penalties,425,Fines; Forfeitures & Penalties,425
1041,Sales & Use Tax,412110,Sales & Use Tax,SALES_USE_TAX,Other Local Taxes,OTHER_LOC_TAX
1042,Minimum Wage Penalties,425944,Other Forfeitures & Penalties,425,Fines; Forfeitures & Penalties,425
1043,Ret Pretax-City Police New Jul 2010,70168N,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
1044,Misc. Humane Service Charges,460599,Humane Services,460,Charges For Services,460
1045,Group Home Monthly Visits-Fed,40161,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
1046,Other Overhead Charges,520990,Overhead,520,Overhead and Allocations,520
1047,Dependent Coverage,515710,Health Service,HLTH_SVC,Mandatory Fringe Benefits,MAND_FRING_BEN
1048,Ambulance Permit Fee,460902,Emergency Srvc Related Charges,460,Charges For Services,460
1049,Witnesses,526810,Court Fees and Other Comp,COURT_FEES_OTH_COMP,Non-Personnel Services,NON_PERS_SVCS
1050,Preplan Application Meeting,461103,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
1051,Gas Tax Prop-111 Sec2105 Conty,448912,State-Other,STATE_OTHER,Intergovernmental: State,INTERGOV_REV_ST
1052,Crippled Children Care,463512,Public Health Charges,463,Charges For Services,460
1053,ITI Fr 1G-General Fund,495001,ITI Fr 1G-General Fund,495001,IntraFund Transfers In,INTRAFD_TFR_IN
1054,Proceeds From OtherL-TObligtns,480199,Proceed From Long-Term Debts,480,Other Financing Sources,480
1055,"Ret Pickup, Police (Old)",470125,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
1056,Exp Rec Fr Real Estate (Non-AAO),875RE,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
1057,Anesthetic Materials,544110,Hospital: Clinic/Lab Supplies,HOSP_CLIN_LAB_SUPP,Materials & Supplies,MTL_SUPP
1058,Youth Monthly Pass,466104,Transit Pass Revenue,466,Charges For Services,460
1059,Rental-Airline Ground Leases,467321,SFO-Paved&Unimproved-Airlines,467,Charges For Services,460
1060,HB IP Worker's Comp FC5,465245,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
1061,Cash AssistPgmForImmigrnts-Rev,445209,State-Public Assistance Progra,STATE_PUB_ASSIST_PRO,Intergovernmental: State,INTERGOV_REV_ST
1062,Payments To Poll Workers,527100,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
1063,Permits,475930,Port-Other Non-Operating Rev,PORT_OTH_NONOP_REV,Other Revenues,OTH_REV
1064,Hazard Materials Inspection Fees,63522,Public Health Charges,463,Charges For Services,460
1065,ChildPovrty&FamlySupprtSubacct,445513,State-Health/Welfare Sales Tax,STATE_HLTH_WELF_SLTX,Intergovernmental: State,INTERGOV_REV_ST
1066,PB OP SFHPSFHN MCal Mgd FC108,465668,PB Outpatient Revenue,PB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
1067,Cal State Dept Of Educ-Stge2-3,445150,State-Public Assistance Admin,445,Intergovernmental Rev-State,445
1068,Sr-DPW-Waste Disposal & Recyc,581074,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
1069,Registry-Administration,527850,Profess & Specialized Svcs,527,Non Personnel Services,521
1070,HB IP SFHPSFHN MCal Mgd FC108,465268,HB Inpatient Revenues,HB_INPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
1071,GF-DHR-Mta Prop E Services,581610,GF-DHR-Mta Prop E Services,581610,Services Of Other Depts,SVCS_OTHER_DEPTS
