program_id,program,program_code,department,department_code,organization_group,organization_group_code,related_govt_units
1515,General City Responsibilities,FCZ,GEN General City / Unallocated,GEN,General City Responsibilities,7,No
1516,Capital Programs & Construction,BE7,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1517,No Program Defined,XXX,ART Arts Commission,ART,Culture & Recreation,5,Yes
1518,Capital,CAP,HOM Homelessness Services,HOM,Human Welfare & Neighborhood Development,3,No
1519,SFGH - Acute Care - Hospital,D1H,WTR Water Enterprise,WTR,"Public Works, Transportation & Commerce",2,No
1520,No Program Defined,AXX,JUV Juvenile Probation,JUV,Public Protection,1,No
1521,Administration/Support Services,BAN,DBI Building Inspection,DBI,"Public Works, Transportation & Commerce",2,No
1522,Capital-CPC Funded,CAPCP,DT  GSA - Technology,TIS,General Administration & Finance,6,No
1523,Custody,AFC,DPW GSA - Public Works,DPW,"Public Works, Transportation & Commerce",2,No
1524,Citywide Radio System,BII,DT GSA - Technology,TIS,General Administration & Finance,6,No
1525,Capital,CAP,FAM Fine Arts Museum,FAM,Culture & Recreation,5,No
1526,Hetch Hetchy Capital Projects,BCP,JUV Juvenile Probation,JUV,Public Protection,1,No
1527,Environmental Justice / Youth Employment,CIQ,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
1528,Children's Svcs - Non - Children's Fund,CAQ,CHF Children;Youth & Families,CHF,Human Welfare & Neighborhood Development,3,No
1529,Power Utility Field Services,BDH,ENV Environment,ENV,Human Welfare & Neighborhood Development,3,No
1530,Disaster Recovery,RCVY,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1531,Neighborhood Services,EAE,DT GSA - Technology,TIS,General Administration & Finance,6,No
1532,Equal Employment Opportunity,FC8,HRD Human Resources,HRD,General Administration & Finance,6,No
1533,Criminal Justice,CGD,DAT District Attorney,DAT,Public Protection,1,No
1534,Capital Projects,ECS,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1535,Parking Citation Division,BKS,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1536,Capital Projects,ECS,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1537,County Clerk Services,AME,ADM Gen Svcs Agency-City Admin,ADM,General Administration & Finance,6,No
1538,Comm Hlth - Comm Support - Housing,DSP,DPH Public Health,DPH,Community Health,4,No
1539,Investment,FCM,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1540,Administration - Criminal & Civil,ASI,DAT District Attorney,DAT,Public Protection,1,No
1541,Superior Court,AMB,CRT Superior Court,CRT,Public Protection,1,No
1542,DSS Support Services,CGG,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
1543,Fire Nert,AEN,FIR Fire Department,FIR,Public Protection,1,No
1544,Legal Service-Paying Depts,FC3,CAT City Attorney,CAT,General Administration & Finance,6,No
1545,Joint Development,BL3,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1546,No Program Defined,XXX,WOM Status Of Women,WOM,Human Welfare & Neighborhood Development,3,No
1547,Muni-Maintenance,BEJ,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1548,Grant Services,AKI,FIR Fire Department,FIR,Public Protection,1,No
1549,Disaster Recovery,RCVY,CSS Child Support Services,CSS,Human Welfare & Neighborhood Development,3,No
1550,Capital-CPC Funded,CAPCP,ADM GSA - City Administrator,ADM,General Administration & Finance,6,No
1551,Treasure Island,BK6,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,Yes
1552,Transitional-Aged Youth Baseline,FAY,WOM Status Of Women,WOM,Human Welfare & Neighborhood Development,3,No
1553,Treasure Island,BK6,ECN Economic & Wrkfrce Dvlpmnt,ECN,"Public Works, Transportation & Commerce",2,No
1554,Hetch Hetchy Capital Projects,BCP,HHP Hetch Hetchy Water & Power,HHP,"Public Works, Transportation & Commerce",2,No
1555,No Program Defined,XXX,HRD Human Resources,HRD,General Administration & Finance,6,Yes
1556,Library Administration,EIB,LIB Public Library,LIB,Culture & Recreation,5,No
1557,Trial Court Services,AMT,CRT Superior Court,CRT,Public Protection,1,Yes
1558,Capital,CAP,HSS Health Service System,HSS,General Administration & Finance,6,Yes
1559,Capital Facilities,EGB,LIB Public Library,LIB,Culture & Recreation,5,No
1560,YBC/GRMCC,BGM,ADM Gen Svcs Agency-City Admin,ADM,Culture & Recreation,5,No
1561,Clean Powersf,BC5,PUB Public Utilities Bureaus,PUC,"Public Works, Transportation & Commerce",2,No
1562,Police Services,AC4,POL Police,POL,Public Protection,1,No
1563,Rail & Bus Services,BEN,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1564,No Program Defined,XXX,POL Police,POL,Public Protection,1,Yes
1565,Wastewater Capital Projects,BDP,CAT City Attorney,CAT,General Administration & Finance,6,No
1566,No Program Defined,EXX,LIB Public Library,LIB,Culture & Recreation,5,No
1567,City Capital Projects,BAW,GEN General City / Unallocated,UNA,General City Responsibilities,7,No
1568,Infrastructure Operations & Maintenance,BIH,DT GSA - Technology,TIS,General Administration & Finance,6,No
1569,Property Tax/Licensing,FCN,TTX Treasurer/Tax Collector,TTX,General Administration & Finance,6,No
1570,Maintenance,BKY,MTA Municipal Transprtn Agncy,MTA,"Public Works, Transportation & Commerce",2,No
1571,Representative Payee,CGT,HSA Human Services Agency,DSS,Human Welfare & Neighborhood Development,3,No
